internship_title,company_name,location,start_date,duration,stipend,required_skills
"BIA (Big Data, IoT And Analytics)","Expertel SA - Proceedit (Barcelona, España)",Work From Home,Immediately,6 Months,"₹ 1,000 /month","Data Visualization, Excel, NumPy, Pandas, Python, SQL, Teamwork, Time Management"
Human Resources (HR),Sociology King,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives","Teamwork, Time Management"
Stock Exchange,Team Work Financial Solution Services,Work From Home,Immediately,6 Months,"₹ 1,000-10,000 /month","Teamwork, Time Management"
Equity Research,Team Work Financial Solution Services,Work From Home,Immediately,6 Months,"₹ 1,000-10,000 /month","Teamwork, Time Management"
Football Event Management,Karnataka State Football Association,Bangalore,Immediately,6 Months,"₹ 10,000 /month","Teamwork, Time Management"
Business Development (Sales),Learnopedia Services Private Limited,Pune,Immediately,6 Months,"₹ 10,000 /month","CRM, CSS, Communication, Git, HTML, JavaScript, Lead Generation, Responsive Design, Sales Strategy, Teamwork, Time Management"
D2C Growth & Social Media,Kadrio,Work From Home,Immediately,6 Months,"₹ 2,000-5,000 /month","Communication, Community Outreach, Project Management, Teamwork, Time Management"
Graphic Design,Eduminatti,Work From Home,Immediately,6 Months,"₹ 8,000 /month","Teamwork, Time Management"
UI/UX Design,Eduminatti,Work From Home,Immediately,6 Months,"₹ 10,000 /month","Teamwork, Time Management"
Video Making/Editing,Eduminatti,Work From Home,Immediately,6 Months,"₹ 12,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Video Editing (After Effects),Maheen Jain,Work From Home,Immediately,6 Months,"₹ 15,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Operations,Eduminatti,Work From Home,Immediately,6 Months,"₹ 12,000 /month","Teamwork, Time Management"
Human Resources (HR),Eduminatti,Work From Home,Immediately,6 Months,"₹ 12,000 /month","Teamwork, Time Management"
Web Development,Eduminatti,Work From Home,Immediately,6 Months,"₹ 12,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
WordPress Development,Contentlane,Work From Home,Immediately,6 Months,"₹ 5,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Research Analytics,Ozibook Tech Solutions Private Limited,Work From Home,Immediately,6 Months,"₹ 1,000 /month","Data Visualization, Excel, NumPy, Pandas, Python, SQL, Teamwork, Time Management"
Digital Marketing,WhaSeLiya,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Onboarding Management,Ozibook Tech Solutions Private Limited,Work From Home,Immediately,6 Months,"₹ 1,000 /month","Teamwork, Time Management"
Content Writing,Ozibook Tech Solutions Private Limited,Work From Home,Immediately,6 Months,"₹ 1,000 /month","Teamwork, Time Management"
Business Project Management,Ozibook Tech Solutions Private Limited,Work From Home,Immediately,6 Months,"₹ 1,000 /month","Teamwork, Time Management"
Flutter Development,BELAKHEDA UDAY BHARTI SAMAJ KALYAN SAMITEE,Work From Home,Immediately,6 Months,Unpaid,"CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Human Resources (HR),Ozibook Tech Solutions Private Limited,Work From Home,Immediately,6 Months,"₹ 1,000 /month","Teamwork, Time Management"
Data Analysis & Research,Sysma Tech,Ahmedabad,Immediately,6 Months,"₹ 8,000 /month +  Incentives","Data Visualization, Excel, NumPy, Pandas, Python, SQL, Teamwork, Time Management"
Business Analytics,Ozibook Tech Solutions Private Limited,Work From Home,Immediately,6 Months,"₹ 1,000 /month","Data Visualization, Excel, NumPy, Pandas, Python, SQL, Teamwork, Time Management"
Digital Marketing,Cloudphant,Work From Home,Immediately,6 Months,"₹ 3,000-10,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Google Pay Integration,NewBeginnings Charitable Trust,Work From Home,Immediately,6 Months,Unpaid,"Teamwork, Time Management"
Data Analysis,Ozibook Tech Solutions Private Limited,Work From Home,Immediately,2 Months,"₹ 1,000 /month","Data Visualization, Excel, NumPy, Pandas, Python, SQL, Teamwork, Time Management"
Online NEET Biology Tutoring,Narigiri's Connect To Universe Private Limited,Work From Home,Immediately,2 Months,"₹ 1,500-8,000 /month","Teamwork, Time Management"
Marketing Management,Auriv Learning,Work From Home,Immediately,2 Months,"₹ 15,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Online IIT/JEE Physics Teaching,Narigiri's Connect To Universe Private Limited,Work From Home,Immediately,2 Months,"₹ 1,500-8,000 /month","Teamwork, Time Management"
Mechanical Design & Product Development,Stabiliant Precision Positioning Private Limited,Pune,Immediately,2 Months,"₹ 5,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Content Writing,Arsedevils,Work From Home,Immediately,2 Months,"₹ 1,500-5,000 /month","Teamwork, Time Management"
Operations,Wiso Energy Solution,Work From Home,Immediately,2 Months,"₹ 10,000 /month","Teamwork, Time Management"
Digital Marketing,Community Action For Rural Development Society,Work From Home,Immediately,2 Months,Unpaid,"Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Digital Marketing,Buy Tiles & More,Work From Home,Immediately,2 Months,"₹ 12,000-15,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Search Engine Optimization (SEO),Ktricks Business Solutions,Work From Home,Immediately,2 Months,"₹ 2,000 /month","Teamwork, Time Management"
Graphic Design,XPverse Edutech Private Limited,Work From Home,Immediately,2 Months,"₹ 2,000 /month","Teamwork, Time Management"
Digital Marketing,Mahavir Jain Academy,Work From Home,Immediately,2 Months,"₹ 4,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Graphic Design,Ink Dabba,Chennai,Immediately,2 Months,"₹ 10,000 /month +  Incentives","Teamwork, Time Management"
Social Media Management,Memedia,Work From Home,Immediately,2 Months,"₹ 3,000 /month","Communication, Community Outreach, Project Management, Teamwork, Time Management"
Content Writing (Anime And Manga),Recent Highlights,Work From Home,Immediately,2 Months,"₹ 1,000-4,000 /month","Teamwork, Time Management"
Human Resources (HR),Fly Divine Travels,Faridabad,Immediately,2 Months,"₹ 8,000-12,000 /month","Teamwork, Time Management"
Human Resources (HR),Alpha Delving,Noida,Immediately,2 Months,"₹ 5,000-10,000 /month","Teamwork, Time Management"
Human Resources (HR),GoKiwi Tech Private Limited,Bangalore,Immediately,2 Months,"₹ 15,000 /month","Teamwork, Time Management"
Finance,Indian Wealth Management,Ahmedabad,Immediately,2 Months,"₹ 3,000-6,000 /month","Accounting Basics, Excel, Financial Analysis, Tally, Teamwork, Time Management"
Content Writing (College Section),Jagran New Media,Noida,Immediately,2 Months,"₹ 10,000 /month","Teamwork, Time Management"
Video Content Creation,Myrevue,Indore,Immediately,2 Months,"₹ 10,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Interior Design (Office Design),TWF - Premium Wheat Flours,Noida,Immediately,2 Months,"₹ 20,000-30,000 /month","Teamwork, Time Management"
Digital Marketing,Stellar Idea Labs Pvt Ltd,Bangalore,Immediately,2 Months,"₹ 10,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Accounting & Bookkeeping,VAS Tribology Solutions Private Limited,Jamshedpur,Immediately,2 Months,"₹ 5,000 /month","Accounting Basics, Excel, Financial Analysis, Tally, Teamwork, Time Management"
Talent Acquisition,Master-O,Gurgaon,Immediately,2 Months,"₹ 10,000 /month","Teamwork, Time Management"
Graphic Design & UI/UX Design,Zylicon HackDev Technologies LLP,Gurgaon,Immediately,2 Months,"₹ 10,000 /month","Teamwork, Time Management"
ReactJs Development,NextGen Techno Ventures Private Limited,Mumbai,Immediately,2 Months,"₹ 5,000-7,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Community Mental Health & Growth Management,Jumpingminds AI Labs Private Limited,Work From Home,Immediately,2 Months,"₹ 5,000 /month","Teamwork, Time Management"
Software Development,Ivory,Bangalore,Immediately,2 Months,"₹ 10,000-12,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Finance,Tradeshala,Work From Home,Immediately,2 Months,"₹ 3,000 /month +  Incentives","Accounting Basics, Excel, Financial Analysis, Tally, Teamwork, Time Management"
Finance & Accounting,OZiva,Mumbai,Immediately,2 Months,"₹ 12,000 /month","Accounting Basics, Excel, Financial Analysis, Tally, Teamwork, Time Management"
Marketing,SafEarth Clean Technologies Private Limited,Delhi,Immediately,2 Months,"₹ 10,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Customer Support,BusinessOnBot,Bangalore,Immediately,2 Months,"₹ 20,000-40,000 /month","Teamwork, Time Management"
Instagram Reel Content Creation,Just Studio Technology,Chennai,Immediately,2 Months,"₹ 2,000 /month","Teamwork, Time Management"
Website Development,Sayed Aman  Ali,Work From Home,Immediately,2 Months,"₹ 1,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Cloud DevOps,ClimsTech Private Limited,Faridabad,Immediately,2 Months,"₹ 6,000 /month","Teamwork, Time Management"
Web Development,S.K EXPORTS,Delhi,Immediately,2 Months,"₹ 8,000-10,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Creative Design,Assurepe Technologies,Work From Home,Immediately,2 Months,"₹ 10,000 /month","Teamwork, Time Management"
Human Resources (HR),Vyunex Private Limited,Hyderabad,Immediately,2 Months,"₹ 8,000 /month","Teamwork, Time Management"
Django & Django REST Framework Development,Flexmotiv Technologies,Work From Home,Immediately,2 Months,"₹ 5,000 /month","CSS, Communication, Community Outreach, Git, HTML, JavaScript, Project Management, Responsive Design, Teamwork, Time Management"
Recruitment,AideWiser SolTek,Work From Home,Immediately,6 Months,"₹ 2,000 /month","Teamwork, Time Management"
Business Development (Sales),Ashish Janghel,Work From Home,Immediately,6 Months,"₹ 3,000 /month +  Incentives","CRM, CSS, Communication, Git, HTML, JavaScript, Lead Generation, Responsive Design, Sales Strategy, Teamwork, Time Management"
Digital Marketing,CodeMasters Studio,Work From Home,Immediately,6 Months,"₹ 2,500-5,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Flutter Development,Deep Nucleus,Hyderabad,Immediately,6 Months,"₹ 15,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Human Resources (HR),Creanovation Technologies Private Limited,Bangalore,Immediately,6 Months,"₹ 8,000-10,000 /month","Teamwork, Time Management"
Social Media Marketing,The Sattvic Soul,Work From Home,Immediately,6 Months,"₹ 5,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Course Development (Full-Stack Web Development and Python/Django),1stMentor,Work From Home,Immediately,6 Months,"₹ 8,000-10,000 lump sum","CSS, Communication, Community Outreach, Git, HTML, JavaScript, OOPs, Problem Solving, Project Management, Python, Responsive Design, Teamwork, Time Management"
Data Collection,Trizula Digital Solutions Private Limited,Work From Home,Immediately,6 Months,"₹ 1,000 lump sum +  Incentives","Data Visualization, Excel, NumPy, Pandas, Python, SQL, Teamwork, Time Management"
System Engineering,BlueCommerce,Delhi,Immediately,6 Months,"₹ 7,000 /month","Teamwork, Time Management"
Embedded Design Engineering,Promethean Power Systems,Pune,Immediately,6 Months,"₹ 15,000 /month","Teamwork, Time Management"
Social Media Marketing,ReFind You,Work From Home,Immediately,6 Months,"₹ 5,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
French Teaching,Language Fluent Private Limited,Work From Home,Immediately,6 Months,"₹ 8,000-14,000 /month","Teamwork, Time Management"
Graphic Design,Blendstop,Work From Home,Immediately,6 Months,"₹ 5,000 /month","Teamwork, Time Management"
Customer Data Management,Devas Unlimited,Bagalur,Immediately,6 Months,"₹ 8,000 /month","Data Visualization, Excel, NumPy, Pandas, Python, SQL, Teamwork, Time Management"
Play-out Operator,GM Infotech,Mumbai,Immediately,6 Months,"₹ 15,000 /month","Teamwork, Time Management"
Video Making/Editing,Arthvit 1809 Tech Private Limited,Bangalore,Immediately,6 Months,"₹ 10,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Video Editing,KRIYANITI Consultancy Services Private Limited,Ranchi,Immediately,6 Months,"₹ 2,000 /month +  Incentives","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Social Media Marketing,Implica Global Corporation,Work From Home,Immediately,6 Months,"₹ 1,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Content Writing,Tesz,Work From Home,Immediately,6 Months,"₹ 7,000 /month","Teamwork, Time Management"
Social Media Marketing,WiseKreator,Surat,Immediately,6 Months,"₹ 6,000 /month +  Incentives","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Operations,Praj - The Rehab Sphere,Mumbai,Immediately,6 Months,"₹ 6,000-8,000 /month","Teamwork, Time Management"
Graphic Design,Codebell Technologies Private Limited,Delhi,Immediately,6 Months,"₹ 10,000 /month","Teamwork, Time Management"
Graphic Design,Voyse Digital,Bangalore,Immediately,6 Months,"₹ 6,000-10,000 /month","Teamwork, Time Management"
Social Media Marketing,Disha Skill Training Services,Work From Home,Immediately,6 Months,"₹ 6,000-8,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Event Management,Bright Candle Events,Mumbai,Immediately,6 Months,"₹ 7,000 /month","Teamwork, Time Management"
Creative Assistant Director,Redragaa,Mumbai,Immediately,6 Months,"₹ 10,000 /month","Teamwork, Time Management"
Digital Marketing (YouTube Management),Vasukam,Work From Home,Immediately,6 Months,"₹ 3,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
HR,Zepto,Bangalore,Immediately,6 Months,"₹ 25,000 /month","Teamwork, Time Management"
HR,Btree Systems,Chennai,Immediately,6 Months,"₹ 6,000 /month","Teamwork, Time Management"
Telecalling,PAPPRO Solutions,Coimbatore,Immediately,6 Months,"₹ 7,000 /month","Teamwork, Time Management"
SEO,Grand View Research,Pune,Immediately,6 Months,"₹ 5,000 /month","Teamwork, Time Management"
Social Media Marketing,Strategized Consulting,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Video Making/Editing,Ayushi Anand,Delhi,Immediately,6 Months,"₹ 10,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
